pokedex_num,name,japanese_name,type1,type2,generation,is_legendary,abilities,classfication,hp,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,defense,experience_growth,height_m,percentage_male,sp_attack,sp_defense,speed,weight_kg
408,Cranidos,Zugaidosã‚ºã‚¬ã‚¤ãƒ‰ã‚¹,rock,,4,0,"['Mold Breaker', 'Sheer Force']",Head Butt PokÃ©mon,67,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,125,7680,70,350,45,40,600000,0.9,88.1,30,30,58,31.5
409,Rampardos,Rampaldãƒ©ãƒ ãƒ‘ãƒ«ãƒ‰,rock,,4,0,"['Mold Breaker', 'Sheer Force']",Head Butt PokÃ©mon,97,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,165,7680,70,495,45,60,600000,1.6,88.1,65,50,58,102.5
410,Shieldon,Tatetopsã‚¿ãƒ†ãƒˆãƒ—ã‚¹,rock,steel,4,0,"['Sturdy', 'Soundproof']",Shield PokÃ©mon,30,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,42,7680,70,350,45,118,600000,0.5,88.1,42,88,30,57.0
411,Bastiodon,Toridepsãƒˆãƒªãƒ‡ãƒ—ã‚¹,rock,steel,4,0,"['Sturdy', 'Soundproof']",Shield PokÃ©mon,60,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,52,7680,70,495,45,168,600000,1.3,88.1,47,138,30,149.5
412,Burmy,MinomucchiãƒŸãƒŽãƒ ãƒƒãƒ,bug,,4,0,"['Shed Skin', 'Overcoat']",Bagworm PokÃ©mon,40,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,29,3840,70,224,120,45,1000000,0.2,50.0,29,45,36,3.4
413,Wormadam,Minomadam (kusaki No Mino)ãƒŸãƒŽãƒžãƒ€ãƒ ,bug,grass,4,0,"['Anticipation', 'Overcoat']",Bagworm PokÃ©mon,60,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,69,3840,70,424,45,95,1000000,0.5,0.0,69,95,36,6.5
414,Mothim,Gamaleã‚¬ãƒ¼ãƒ¡ã‚¤ãƒ«,bug,flying,4,0,"['Swarm', 'Tinted Lens']",Moth PokÃ©mon,70,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,94,3840,70,424,45,50,1000000,0.9,100.0,94,50,66,23.3
415,Combee,MitsuhoneyãƒŸãƒ„ãƒãƒ‹ãƒ¼,bug,flying,4,0,"['Honey Gather', 'Hustle']",Tiny Bee PokÃ©mon,30,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,30,3840,70,244,120,42,1059860,0.3,88.1,30,42,70,5.5
416,Vespiquen,Beequenãƒ“ãƒ¼ã‚¯ã‚¤ãƒ³,bug,flying,4,0,"['Pressure', 'Unnerve']",Beehive PokÃ©mon,70,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,80,3840,70,474,45,102,1059860,1.2,0.0,80,102,40,38.5
417,Pachirisu,Pachirisuãƒ‘ãƒãƒªã‚¹,electric,,4,0,"['Run Away', 'Pickup', 'Volt Absorb']",EleSquirrel PokÃ©mon,60,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,2560,100,405,200,70,1000000,0.4,50.0,45,90,95,3.9
418,Buizel,Buoyselãƒ–ã‚¤ã‚¼ãƒ«,water,,4,0,"['Swift Swim', 'Water Veil']",Sea Weasel PokÃ©mon,55,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,330,190,35,1000000,0.7,50.0,60,30,85,29.5
419,Floatzel,Floazelãƒ•ãƒ­ãƒ¼ã‚¼ãƒ«,water,,4,0,"['Swift Swim', 'Water Veil']",Sea Weasel PokÃ©mon,85,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,70,495,75,55,1000000,1.1,50.0,85,50,115,33.5
420,Cherubi,Cherinboãƒã‚§ãƒªãƒ³ãƒœ,grass,,4,0,['Chlorophyll'],Cherry PokÃ©mon,45,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,35,5120,70,275,190,45,1000000,0.4,50.0,62,53,35,3.3
421,Cherrim,Cherrimãƒã‚§ãƒªãƒ ,grass,,4,0,['Flower Gift'],Blossom PokÃ©mon,70,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,5120,70,450,75,70,1000000,0.5,50.0,87,78,85,9.3
422,Shellos,Karanakushiã‚«ãƒ©ãƒŠã‚¯ã‚·,water,,4,0,"['Sticky Hold', 'Storm Drain', 'Sand Force']",Sea Slug PokÃ©mon,76,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,48,5120,70,325,190,48,1000000,0.3,50.0,57,62,34,6.3
423,Gastrodon,Tritodonãƒˆãƒªãƒˆãƒ‰ãƒ³,water,ground,4,0,"['Sticky Hold', 'Storm Drain', 'Sand Force']",Sea Slug PokÃ©mon,111,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,83,5120,70,475,75,68,1000000,0.9,50.0,92,82,39,29.9
424,Ambipom,Etebothã‚¨ãƒ†ãƒœãƒ¼ã‚¹,normal,,4,0,"['Technician', 'Pickup', 'Skill Link']",Long Tail PokÃ©mon,75,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100,5120,100,482,45,66,800000,1.2,50.0,60,66,115,20.3
425,Drifloon,Fuwanteãƒ•ãƒ¯ãƒ³ãƒ†,ghost,flying,4,0,"['Aftermath', 'Unburden', 'Flare Boost']",Balloon PokÃ©mon,90,0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,50,7680,70,348,125,34,1640000,0.4,50.0,60,44,70,1.2
426,Drifblim,Fuwarideãƒ•ãƒ¯ãƒ©ã‚¤ãƒ‰,ghost,flying,4,0,"['Aftermath', 'Unburden', 'Flare Boost']",Blimp PokÃ©mon,150,0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,80,7680,70,498,60,44,1640000,1.2,50.0,90,54,80,15.0
427,Buneary,MimirolãƒŸãƒŸãƒ­ãƒ«,normal,,4,0,"['Run Away', 'Klutz', 'Limber']",Rabbit PokÃ©mon,55,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66,5120,0,350,190,44,1000000,0.4,50.0,44,56,85,5.5
428,Lopunny,MimilopãƒŸãƒŸãƒ­ãƒƒãƒ—,normal,,4,0,"['Cute Charm', 'Klutz', 'Limber']",Rabbit PokÃ©mon,65,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,136,5120,140,580,60,94,1000000,1.2,50.0,54,96,135,33.3
429,Mismagius,Mumargiãƒ ã‚¦ãƒžãƒ¼ã‚¸,ghost,,4,0,['Levitate'],Magical PokÃ©mon,60,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60,6400,35,495,45,60,800000,0.9,50.0,105,105,105,4.4
430,Honchkrow,Dongkarasuãƒ‰ãƒ³ã‚«ãƒ©ã‚¹,dark,flying,4,0,"['Insomnia', 'Super Luck', 'Moxie']",Big Boss PokÃ©mon,100,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,125,5120,35,505,30,52,1059860,0.9,50.0,105,52,71,27.3
431,Glameow,Nyarmarãƒ‹ãƒ£ãƒ«ãƒžãƒ¼,normal,,4,0,"['Limber', 'Own Tempo', 'Keen Eye']",Catty PokÃ©mon,49,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,5120,70,310,190,42,800000,0.5,24.6,42,37,85,3.9
432,Purugly,Bunyattoãƒ–ãƒ‹ãƒ£ãƒƒãƒˆ,normal,,4,0,"['Thick Fat', 'Own Tempo', 'Defiant']",Tiger Cat PokÃ©mon,71,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82,5120,70,452,75,64,800000,1.0,24.6,64,59,112,43.8
433,Chingling,Lisyanãƒªãƒ¼ã‚·ãƒ£ãƒ³,psychic,,4,0,['Levitate'],Bell PokÃ©mon,45,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30,6400,70,285,120,50,800000,0.2,50.0,65,50,45,0.6
434,Stunky,Skunpuuã‚¹ã‚«ãƒ³ãƒ—ãƒ¼,poison,dark,4,0,"['Stench', 'Aftermath', 'Keen Eye']",Skunk PokÃ©mon,63,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,63,5120,70,329,225,47,1000000,0.4,50.0,41,41,74,19.2
435,Skuntank,Skutankã‚¹ã‚«ã‚¿ãƒ³ã‚¯,poison,dark,4,0,"['Stench', 'Aftermath', 'Keen Eye']",Skunk PokÃ©mon,103,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,93,5120,70,479,60,67,1000000,1.0,50.0,71,61,84,38.0
436,Bronzor,Dohmirrorãƒ‰ãƒ¼ãƒŸãƒ©ãƒ¼,steel,psychic,4,0,"['Levitate', 'Heatproof', 'Heavy Metal']",Bronze PokÃ©mon,57,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,24,5120,70,300,255,86,1000000,0.5,,24,86,23,60.5
437,Bronzong,Dohtakunãƒ‰ãƒ¼ã‚¿ã‚¯ãƒ³,steel,psychic,4,0,"['Levitate', 'Heatproof', 'Heavy Metal']",Bronze Bell PokÃ©mon,67,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,89,5120,70,500,90,116,1000000,1.3,,79,116,33,187.0
438,Bonsly,Usohachiã‚¦ã‚½ãƒãƒ,rock,,4,0,"['Sturdy', 'Rock Head', 'Rattled']",Bonsai PokÃ©mon,50,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,80,5120,70,290,255,95,1000000,0.5,50.0,10,45,10,15.0
439,Mime Jr.,Maneneãƒžãƒãƒ,psychic,fairy,4,0,"['Soundproof', 'Filter', 'Technician']",Mime PokÃ©mon,20,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,6400,70,310,145,45,1000000,0.6,50.0,70,90,60,13.0
440,Happiny,Pinpukuãƒ”ãƒ³ãƒ—ã‚¯,normal,,4,0,"['Natural Cure', 'Serene Grace', 'Friend Guard']",Playhouse PokÃ©mon,100,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,10240,140,220,130,5,800000,0.6,0.0,15,65,30,24.4
441,Chatot,Perapãƒšãƒ©ãƒƒãƒ—,normal,flying,4,0,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",Music Note PokÃ©mon,76,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,65,5120,35,411,30,45,1059860,0.5,50.0,92,42,91,1.9
442,Spiritomb,MikarugeãƒŸã‚«ãƒ«ã‚²,ghost,dark,4,0,"['Pressure', 'Infiltrator']",Forbidden PokÃ©mon,50,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,92,7680,70,485,100,108,1000000,1.0,50.0,92,108,35,108.0
443,Gible,Fukamaruãƒ•ã‚«ãƒžãƒ«,dragon,ground,4,0,"['Sand Veil', 'Rough Skin']",Land Shark PokÃ©mon,58,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70,10240,70,300,45,45,1250000,0.7,50.0,40,45,42,20.5
444,Gabite,Gabiteã‚¬ãƒã‚¤ãƒˆ,dragon,ground,4,0,"['Sand Veil', 'Rough Skin']",Cave PokÃ©mon,68,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,90,10240,70,410,45,65,1250000,1.4,50.0,50,55,82,56.0
445,Garchomp,Gaburiasã‚¬ãƒ–ãƒªã‚¢ã‚¹,dragon,ground,4,0,"['Sand Veil', 'Rough Skin']",Mach PokÃ©mon,108,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,170,10240,70,700,45,115,1250000,1.9,50.0,120,95,92,95.0
446,Munchlax,Gonbeã‚´ãƒ³ãƒ™,normal,,4,0,"['Pickup', 'Thick Fat', 'Gluttony']",Big Eater PokÃ©mon,135,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,10240,70,390,50,40,1250000,0.6,88.1,40,85,5,105.0
447,Riolu,Rioluãƒªã‚ªãƒ«,fighting,,4,0,"['Steadfast', 'Inner Focus', 'Prankster']",Emanation PokÃ©mon,40,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,70,6400,70,285,75,40,1059860,0.7,88.1,35,40,60,20.2
448,Lucario,Lucarioãƒ«ã‚«ãƒªã‚ª,fighting,steel,4,0,"['Steadfast', 'Inner Focus', 'Justified']",Aura PokÃ©mon,70,0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,145,6400,70,625,45,88,1059860,1.2,88.1,140,70,112,54.0
449,Hippopotas,Hippopotasãƒ’ãƒãƒã‚¿ã‚¹,ground,,4,0,"['Sand Stream', 'Sand Force']",Hippo PokÃ©mon,68,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,72,7680,70,330,140,78,1250000,0.8,50.0,38,42,32,49.5
450,Hippowdon,Kabaldonã‚«ãƒãƒ«ãƒ‰ãƒ³,ground,,4,0,"['Sand Stream', 'Sand Force']",Heavyweight PokÃ©mon,108,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,112,7680,70,525,60,118,1250000,2.0,50.0,68,72,47,300.0
451,Skorupi,Scorupiã‚¹ã‚³ãƒ«ãƒ”,poison,bug,4,0,"['Battle Armor', 'Sniper', 'Keen Eye']",Scorpion PokÃ©mon,40,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50,5120,70,330,120,90,1250000,0.8,50.0,30,55,65,12.0
452,Drapion,Dorapionãƒ‰ãƒ©ãƒ”ã‚ªãƒ³,poison,dark,4,0,"['Battle Armor', 'Sniper', 'Keen Eye']",Ogre Scorp PokÃ©mon,70,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,90,5120,70,500,45,110,1250000,1.3,50.0,60,75,95,61.5
453,Croagunk,Gureggruã‚°ãƒ¬ãƒƒã‚°ãƒ«,poison,fighting,4,0,"['Anticipation', 'Dry Skin', 'Poison Touch']",Toxic Mouth PokÃ©mon,48,0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,61,2560,100,300,140,40,1000000,0.7,50.0,61,40,50,23.0
454,Toxicroak,Dokurogãƒ‰ã‚¯ãƒ­ãƒƒã‚°,poison,fighting,4,0,"['Anticipation', 'Dry Skin', 'Poison Touch']",Toxic Mouth PokÃ©mon,83,0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,106,5120,70,490,75,65,1000000,1.3,50.0,86,65,85,44.4
455,Carnivine,Muskippaãƒžã‚¹ã‚­ãƒƒãƒ‘,grass,,4,0,['Levitate'],Bug Catcher PokÃ©mon,74,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,6400,70,454,200,72,1250000,1.4,50.0,90,72,46,27.0
456,Finneon,Keikouoã‚±ã‚¤ã‚³ã‚¦ã‚ª,water,,4,0,"['Swift Swim', 'Storm Drain', 'Water Veil']",Wing Fish PokÃ©mon,49,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,49,5120,70,330,190,56,600000,0.4,50.0,49,61,66,7.0
457,Lumineon,Neolantãƒã‚ªãƒ©ãƒ³ãƒˆ,water,,4,0,"['Swift Swim', 'Storm Drain', 'Water Veil']",Neon PokÃ©mon,69,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,69,5120,70,460,75,76,600000,1.2,50.0,69,86,91,24.0
458,Mantyke,Tamantaã‚¿ãƒžãƒ³ã‚¿,water,flying,4,0,"['Swift Swim', 'Water Absorb', 'Water Veil']",Kite PokÃ©mon,45,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,20,6400,70,345,25,50,1250000,1.0,50.0,60,120,50,65.0
459,Snover,Yukikaburiãƒ¦ã‚­ã‚«ãƒ–ãƒª,grass,ice,4,0,"['Snow Warning', 'Soundproof']",Frosted Tree PokÃ©mon,60,2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,62,5120,70,334,120,50,1250000,1.0,50.0,62,60,40,50.5
460,Abomasnow,Yukinoohãƒ¦ã‚­ãƒŽã‚ªãƒ¼,grass,ice,4,0,"['Snow Warning', 'Soundproof']",Frosted Tree PokÃ©mon,90,2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,132,5120,70,594,60,105,1250000,2.2,50.0,132,105,30,135.5
461,Weavile,Manyulaãƒžãƒ‹ãƒ¥ãƒ¼ãƒ©,dark,ice,4,0,"['Pressure', 'Pickpocket']",Sharp Claw PokÃ©mon,70,2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,120,5120,35,510,45,65,1059860,1.1,50.0,45,85,125,34.0
462,Magnezone,Jibacoilã‚¸ãƒã‚³ã‚¤ãƒ«,electric,steel,4,0,"['Magnet Pull', 'Sturdy', 'Analytic']",Magnet Area PokÃ©mon,70,0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,70,5120,70,535,30,115,1000000,1.2,,130,90,60,180.0
463,Lickilicky,Berobeltãƒ™ãƒ­ãƒ™ãƒ«ãƒˆ,normal,,4,0,"['Own Tempo', 'Oblivious', 'Cloud Nine']",Licking PokÃ©mon,110,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,5120,70,515,30,95,1000000,1.7,50.0,80,95,50,140.0
464,Rhyperior,Dosidonãƒ‰ã‚µã‚¤ãƒ‰ãƒ³,ground,rock,4,0,"['Lightningrod', 'Solid Rock', 'Reckless']",Drill PokÃ©mon,115,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,140,5120,70,535,30,130,1250000,2.4,50.0,55,55,40,282.8
465,Tangrowth,Mojumboãƒ¢ã‚¸ãƒ£ãƒ³ãƒœ,grass,,4,0,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",Vine PokÃ©mon,100,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,5120,70,535,30,125,1000000,2.0,50.0,110,50,50,128.6
466,Electivire,Elekibleã‚¨ãƒ¬ã‚­ãƒ–ãƒ«,electric,,4,0,"['Motor Drive', 'Vital Spirit']",Thunderbolt PokÃ©mon,75,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,123,6400,70,540,30,67,1000000,1.8,75.4,95,85,95,138.6
467,Magmortar,Booburnãƒ–ãƒ¼ãƒãƒ¼ãƒ³,fire,,4,0,"['Flame Body', 'Vital Spirit']",Blast PokÃ©mon,75,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,95,6400,70,540,30,67,1000000,1.6,75.4,125,95,83,68.0
468,Togekiss,Togekissãƒˆã‚²ã‚­ãƒƒã‚¹,fairy,flying,4,0,"['Hustle', 'Serene Grace', 'Super Luck']",Jubilee PokÃ©mon,85,0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,50,2560,70,545,30,95,800000,1.5,88.1,120,115,80,38.0
469,Yanmega,Megayanmaãƒ¡ã‚¬ãƒ¤ãƒ³ãƒž,bug,flying,4,0,"['Speed Boost', 'Tinted Lens', 'Frisk']",Ogre Darner PokÃ©mon,86,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,76,5120,70,515,30,86,1000000,1.9,50.0,116,56,95,51.5
470,Leafeon,Leafiaãƒªãƒ¼ãƒ•ã‚£ã‚¢,grass,,4,0,"['Leaf Guard', 'Chlorophyll']",Verdant PokÃ©mon,65,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110,8960,35,525,45,130,1000000,1.0,88.1,60,65,95,25.5
471,Glaceon,Glaciaã‚°ãƒ¬ã‚¤ã‚·ã‚¢,ice,,4,0,"['Snow Cloak', 'Ice Body']",Fresh Snow PokÃ©mon,65,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,60,8960,35,525,45,110,1000000,0.8,88.1,130,95,65,25.9
472,Gliscor,Glionã‚°ãƒ©ã‚¤ã‚ªãƒ³,ground,flying,4,0,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",Fang Scorp PokÃ©mon,75,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,95,5120,70,510,30,125,1059860,2.0,50.0,45,75,95,42.5
473,Mamoswine,Mammooãƒžãƒ³ãƒ ãƒ¼,ice,ground,4,0,"['Oblivious', 'Snow Cloak', 'Thick Fat']",Twin Tusk PokÃ©mon,110,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,130,5120,70,530,50,80,1250000,2.5,50.0,70,60,80,291.0
474,Porygon-Z,Porygon-zãƒãƒªã‚´ãƒ³ï¼º,normal,,4,0,"['Adaptability', 'Download', 'Analytic']",Virtual PokÃ©mon,85,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,535,30,70,1000000,0.9,,135,75,90,34.0
475,Gallade,Erureidoã‚¨ãƒ«ãƒ¬ã‚¤ãƒ‰,psychic,fighting,4,0,"['Steadfast', 'Justified']",Blade PokÃ©mon,68,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,165,5120,35,618,45,95,1250000,1.6,100.0,65,115,110,52.0
476,Probopass,Dainoseãƒ€ã‚¤ãƒŽãƒ¼ã‚º,rock,steel,4,0,"['Sturdy', 'Magnet Pull', 'Sand Force']",Compass PokÃ©mon,60,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,55,5120,70,525,60,145,1000000,1.4,50.0,75,150,40,340.0
477,Dusknoir,Yonoirãƒ¨ãƒŽãƒ¯ãƒ¼ãƒ«,ghost,,4,0,"['Pressure', 'Frisk']",Gripper PokÃ©mon,45,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,100,6400,35,525,45,135,800000,2.2,50.0,65,135,45,106.6
478,Froslass,Yukimenokoãƒ¦ã‚­ãƒ¡ãƒŽã‚³,ice,ghost,4,0,"['Snow Cloak', 'Cursed Body']",Snow Land PokÃ©mon,70,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0,80,5120,70,480,75,70,1000000,1.3,0.0,80,70,110,26.6
